,price,bedRoom,bathroom,balcony,floor_type,agePossession,sector,type,built_up_area,servant room,pooja room,furnishing_type,luxury
3292,2.25,3.0,5.0,3+,mid floor,Relatively New,sector 103,house,2000.0,0,0,unfurnished,low
3293,13.5,5.0,6.0,3+,low floor,Old Property,sector 25,house,3616.0,0,0,semifurnished,semi_luxrious
3294,1.7,1.0,1.0,1,low floor,Old Property,sector 12,house,1797.0,1,0,unfurnished,low
3295,0.45,3.0,2.0,1,low floor,Old Property,sector 7,house,904.0,0,0,unfurnished,low
3296,1.2,6.0,2.0,1,low floor,Old Property,sector 105,house,1184.0,0,0,unfurnished,low
3297,1.8,4.0,3.0,1,low floor,Old Property,sector 15,house,1797.0,0,0,unfurnished,low
3298,1.5,5.0,3.0,2,low floor,New Property,sector 67,house,180.0,0,0,unfurnished,low
3299,0.35,2.0,2.0,0,low floor,New Property,sector 2,house,540.0,0,0,unfurnished,low
3300,0.55,2.0,2.0,1,low floor,Moderately Old,sector 3,house,715.0,0,0,unfurnished,low
3301,4.3,13.0,13.0,3+,mid floor,Relatively New,sector 38,house,1305.0,0,0,furnished,low
3302,0.4,1.0,1.0,1,low floor,Moderately Old,sector 4,house,431.0,0,0,unfurnished,low
3303,3.0,4.0,4.0,0,low floor,Moderately Old,sector 67,house,2520.0,0,0,unfurnished,low
3304,0.43,3.0,3.0,3,low floor,Relatively New,sector 105,house,462.68,0,0,unfurnished,low
3305,0.32,2.0,3.0,1,low floor,Relatively New,sector 8,house,300.0,0,0,unfurnished,low
3306,0.47,2.0,1.0,1,low floor,Moderately Old,sector 4,house,624.0,0,0,unfurnished,low
3307,5.5,9.0,9.0,3+,low floor,Moderately Old,sector 52,house,2709.0,1,1,semifurnished,low
3308,0.75,3.0,5.0,3,low floor,Moderately Old,sector 7,house,603.0,0,0,unfurnished,low
3309,0.71,4.0,2.0,1,low floor,New Property,sector 104,house,700.0,0,0,unfurnished,low
3310,0.38,2.0,2.0,1,low floor,Moderately Old,sector 11,house,452.0,0,0,unfurnished,low
3311,3.25,4.0,3.0,3+,high floor,Relatively New,sector 103,house,4004.0,0,0,unfurnished,normal
3312,2.3,5.0,3.0,3+,low floor,Old Property,sector 7,house,1345.0,1,1,unfurnished,low
3313,1.5,10.0,7.0,3,low floor,Moderately Old,sector 13,house,1302.0,0,0,unfurnished,low
3314,1.1,9.0,3.0,3,low floor,Old Property,Rattan Garden,house,1259.0,0,0,unfurnished,low
3315,1.35,5.0,5.0,1,low floor,Old Property,sector 12,house,1345.0,0,0,unfurnished,normal
3316,1.3,6.0,4.0,2,low floor,Moderately Old,Sadar Bazar,house,904.0,0,0,unfurnished,low
3317,1.25,5.0,5.0,1,low floor,New Property,sector 6,house,1076.0,0,1,unfurnished,low
3318,1.44,4.0,2.0,2,low floor,Old Property,sector 24,house,4842.0,0,0,unfurnished,low
3319,0.5,2.0,2.0,2,low floor,New Property,sector 4,house,452.0,1,1,unfurnished,low
3320,1.0,9.0,7.0,3+,low floor,Moderately Old,sector 2,house,1216.0,0,1,unfurnished,low
3321,5.5,9.0,9.0,3+,low floor,Moderately Old,sector 23,house,4198.0,1,0,semifurnished,low
3322,5.5,4.0,3.0,3,low floor,Old Property,sector 28,house,1797.0,0,1,semifurnished,low
3323,0.8,5.0,3.0,1,low floor,Moderately Old,sector 4,house,678.0,0,0,unfurnished,low
3324,0.9,7.0,4.0,3+,low floor,Moderately Old,sector 11,house,904.0,0,0,unfurnished,low
3325,4.3,6.0,4.0,2,low floor,Moderately Old,sector 47,house,1464.0,0,0,unfurnished,low
3326,0.9,5.0,5.0,3,low floor,Relatively New,sector 11,house,796.0,0,0,unfurnished,low
3327,3.25,4.0,4.0,3,low floor,Old Property,sector 24,house,1066.0,0,0,unfurnished,low
3328,0.38,1.0,1.0,1,low floor,Moderately Old,sector 4,house,452.0,0,0,unfurnished,low
3329,3.71,3.0,3.0,1,low floor,Moderately Old,sector 12,house,1873.0,0,1,unfurnished,low
3330,0.4,2.0,2.0,1,low floor,Relatively New,sector 2,house,525.0,0,0,unfurnished,low
3331,0.55,4.0,4.0,0,low floor,Moderately Old,sector 105,house,484.2,0,0,unfurnished,low
3332,1.3,5.0,3.0,2,low floor,Old Property,sector 7,house,957.64,0,0,unfurnished,low
3333,0.75,2.0,2.0,3,low floor,Relatively New,sector 92,house,957.64,0,0,unfurnished,normal
3334,0.3,1.0,1.0,2,low floor,New Property,sector 5,house,538.0,0,0,unfurnished,low
3335,0.18,2.0,1.0,1,low floor,Relatively New,Damdama,house,452.0,0,0,unfurnished,low
3336,1.55,2.0,3.0,2,low floor,New Property,sohna road,house,1055.0,0,1,semifurnished,normal
3337,0.32,5.0,1.0,0,low floor,Old Property,sector 17,house,559.52,0,0,unfurnished,low
3338,4.0,5.0,4.0,1,low floor,Moderately Old,sector 11,house,180.0,0,0,unfurnished,low
3339,0.38,2.0,2.0,2,low floor,Moderately Old,sector 105,house,50.0,0,0,unfurnished,low
3340,12.0,5.0,6.0,3+,low floor,Moderately Old,sector 50,house,360.0,0,0,unfurnished,semi_luxrious
3341,0.45,1.0,1.0,1,low floor,Moderately Old,sector 8,house,500.0,0,0,unfurnished,low
3342,1.2,7.0,3.0,0,low floor,Moderately Old,sector 11,house,2700.76,0,0,unfurnished,low
3343,0.4,4.0,2.0,2,low floor,Moderately Old,sector 6,house,800.0,0,0,unfurnished,low
3344,1.0,1.0,1.0,0,low floor,Relatively New,sector 3,house,1495.64,0,0,unfurnished,low
3345,1.15,2.0,2.0,3,low floor,Old Property,sector 7,house,900.0,0,0,unfurnished,low
3346,0.7,3.0,3.0,0,low floor,Moderately Old,sector 4,house,1054.48,0,0,unfurnished,low
3347,3.08,6.0,4.0,2,low floor,Moderately Old,sector 11,house,2700.76,0,0,unfurnished,low
3348,2.95,2.0,2.0,0,low floor,Moderately Old,sector 56,house,1452.6,0,0,unfurnished,low
3349,3.0,7.0,7.0,0,low floor,Old Property,sector 7,house,2603.92,0,0,unfurnished,low
3350,8.0,6.0,5.0,3+,low floor,Moderately Old,sector 52,house,348.0,0,0,unfurnished,low
3351,2.75,6.0,6.0,2,low floor,Old Property,sector 12,house,2227.32,0,0,unfurnished,low
3352,2.25,5.0,3.0,0,low floor,Old Property,sector 7,house,1334.24,0,0,unfurnished,low
3353,1.45,3.0,2.0,1,low floor,Relatively New,sector 28,house,900.0,0,0,unfurnished,low
3354,3.5,3.0,3.0,1,low floor,New Property,lajpat nagar,house,2195.04,0,0,unfurnished,low
3355,0.82,3.0,2.0,1,low floor,New Property,sohna road,house,2100.0,0,0,unfurnished,low
3356,10.5,5.0,4.0,3+,low floor,Relatively New,sector 108,house,7327.56,0,0,unfurnished,semi_luxrious
3357,0.38,3.0,3.0,3,low floor,Relatively New,sector 12,house,904.0,0,0,unfurnished,low
3358,10.0,5.0,6.0,3,low floor,New Property,sector 33,house,4941.0,1,0,unfurnished,low
3359,4.6,7.0,6.0,3+,low floor,Moderately Old,sector 47,house,1733.0,0,0,furnished,normal
3360,0.5,2.0,1.0,2,low floor,Moderately Old,sohna road,house,904.0,0,0,unfurnished,low
3361,0.35,2.0,1.0,0,low floor,Old Property,sector 12,house,355.08,0,0,unfurnished,low
3362,0.95,5.0,3.0,2,low floor,Relatively New,sector 37,house,1001.0,0,1,unfurnished,low
3363,1.6,1.0,1.0,2,low floor,Old Property,sector 39,house,893.0,0,0,unfurnished,normal
3364,0.29,2.0,1.0,0,groundfloor,Old Property,sector 17,house,893.0,0,0,unfurnished,low
3365,0.24,2.0,2.0,0,low floor,Relatively New,sector 11,house,452.0,0,0,unfurnished,low
3366,5.6,4.0,3.0,3+,low floor,Moderately Old,G Block DLF City Phase 1,house,1797.0,0,0,unfurnished,normal
3367,0.55,2.0,2.0,0,low floor,Moderately Old,manohar nagar,house,1200.0,0,0,unfurnished,low
3368,5.0,6.0,4.0,0,low floor,Old Property,sector 2,house,4002.72,0,0,unfurnished,low
3369,1.8,1.0,1.0,2,low floor,Relatively New,sector 39,house,720.0,0,0,unfurnished,low
3370,1.05,3.0,3.0,3,low floor,Moderately Old,Park View,house,1225.0,0,0,unfurnished,low
3371,1.8,8.0,5.0,2,low floor,Moderately Old,sector 11,house,2228.0,0,0,unfurnished,low
3372,0.44,3.0,2.0,1,low floor,Relatively New,sector 11,house,115.0,0,1,unfurnished,normal
3373,0.7,2.0,2.0,2,high floor,New Property,sector 89,house,1301.96,0,0,unfurnished,low
3374,0.98,9.0,4.0,3,low floor,Old Property,sector 2,house,120.0,0,0,unfurnished,low
3375,3.35,6.0,5.0,3+,low floor,Moderately Old,sector 48,house,5993.32,0,0,unfurnished,normal
3376,0.48,3.0,4.0,0,low floor,Moderately Old,sector 4,house,1345.0,0,0,unfurnished,low
3377,1.2,5.0,4.0,2,low floor,Old Property,sector 7,house,1076.0,0,0,unfurnished,low
3378,3.09,5.0,5.0,3+,high floor,Relatively New,sector 72,house,2922.0,1,0,semifurnished,normal
3379,3.15,4.0,5.0,0,high floor,Relatively New,sector 103,house,4702.12,0,0,unfurnished,semi_luxrious
3380,1.7,3.0,3.0,0,low floor,Old Property,sector 12,house,180.0,0,0,unfurnished,low
3381,4.75,6.0,7.0,0,low floor,Moderately Old,sector 1,house,4497.68,0,0,unfurnished,low
3382,1.65,2.0,3.0,0,low floor,Old Property,sector 9,house,903.84,0,0,unfurnished,low
3383,0.85,4.0,4.0,3,low floor,Relatively New,sector 92,house,1743.12,0,0,unfurnished,low
3384,2.0,4.0,3.0,0,low floor,New Property,sohna road,house,2668.48,0,0,unfurnished,low
3385,0.74,3.0,3.0,0,low floor,Moderately Old,sector 105,house,1000.68,0,0,unfurnished,low
3386,1.85,4.0,3.0,2,low floor,Moderately Old,sector 1,house,1156.0,0,0,unfurnished,low
3387,0.4,2.0,1.0,0,low floor,Relatively New,sector 3,house,300.0,0,0,unfurnished,low
3388,0.85,5.0,3.0,3,low floor,Relatively New,sector 3,house,900.0,0,0,unfurnished,low
3389,0.69,1.0,1.0,1,low floor,Old Property,sector 7,house,500.0,0,0,unfurnished,low
3390,0.85,2.0,2.0,0,low floor,Moderately Old,sector 6,house,1100.0,0,0,unfurnished,low
3391,13.0,6.0,8.0,3+,low floor,Relatively New,sector 25,house,2841.0,1,1,furnished,low
3392,1.4,2.0,2.0,1,low floor,Old Property,sector 12,house,1496.0,0,0,unfurnished,low
3393,1.8,5.0,5.0,3+,low floor,Moderately Old,Ravi Nagar Basai Road,house,3024.0,0,0,unfurnished,low
3394,0.7,4.0,4.0,0,low floor,Moderately Old,Begampur Khatola,house,2000.0,0,0,unfurnished,low
3395,0.7,4.0,3.0,2,low floor,Relatively New,Dhankot,house,721.0,0,1,unfurnished,low
3396,2.4,10.0,5.0,3,low floor,Old Property,sector 7,house,2702.0,1,1,unfurnished,low
3397,3.35,1.0,1.0,0,low floor,Old Property,sector 43,house,1238.0,0,0,unfurnished,low
3398,1.65,1.0,1.0,0,low floor,Moderately Old,sector 41,house,1194.36,0,0,unfurnished,low
3399,0.6,1.0,1.0,0,low floor,Relatively New,sector 3,house,1000.68,0,0,unfurnished,low
3400,2.43,4.0,4.0,2,low floor,Old Property,sector 7,house,1635.52,0,1,unfurnished,normal
3401,3.5,1.0,1.0,0,low floor,Relatively New,sector 3,house,3798.28,0,0,unfurnished,low
3402,0.34,1.0,1.0,0,low floor,Relatively New,sector 110,house,494.96,0,0,unfurnished,low
3403,0.75,6.0,4.0,1,low floor,Moderately Old,sector 6,house,710.0,0,0,unfurnished,semi_luxrious
3404,0.55,1.0,1.0,0,low floor,Relatively New,sector 3,house,753.2,0,0,unfurnished,low
3405,0.7,4.0,2.0,0,low floor,Old Property,sector 28,house,861.0,0,0,unfurnished,low
3406,6.25,3.0,3.0,0,low floor,Moderately Old,sohna road,house,8998.0,0,0,unfurnished,low
3407,1.2,4.0,4.0,2,low floor,Relatively New,sector 12,house,850.04,0,1,semifurnished,low
3408,0.49,2.0,2.0,1,low floor,New Property,sohna road,house,1152.0,0,0,unfurnished,low
3409,2.0,10.0,10.0,3,low floor,Moderately Old,rajiv chowk,house,1893.76,0,0,unfurnished,low
3410,0.37,1.0,1.0,0,low floor,Moderately Old,Devi Lal Colony,house,398.0,0,0,unfurnished,low
3411,0.75,3.0,1.0,0,low floor,New Property,sector 36,house,1076.0,0,0,unfurnished,low
3412,3.5,10.0,1.0,0,low floor,New Property,sector 11,house,2248.84,0,0,unfurnished,low
3413,4.5,5.0,5.0,3+,low floor,Old Property,sector 26,house,1345.0,0,0,unfurnished,low
3414,1.16,1.0,1.0,0,low floor,Relatively New,sector 37,house,1538.68,0,0,unfurnished,low
3415,0.9,3.0,4.0,3,low floor,Moderately Old,sector 3,house,903.84,0,0,semifurnished,normal
3416,0.75,2.0,2.0,2,high floor,New Property,sector 76,house,742.44,0,0,unfurnished,normal
3417,0.13,1.0,1.0,0,groundfloor,Relatively New,Alipur,house,788.0,0,0,unfurnished,low
3418,0.96,7.0,4.0,2,low floor,Moderately Old,sector 5,house,947.0,0,1,semifurnished,low
3419,1.35,5.0,5.0,3+,low floor,Relatively New,sohna road,house,1345.0,0,0,unfurnished,low
3420,0.65,2.0,1.0,1,low floor,Moderately Old,sector 4,house,495.0,0,0,unfurnished,low
3421,11.0,8.0,11.0,3+,low floor,Old Property,sector 24,house,3809.04,1,1,semifurnished,normal
3422,18.02,9.0,12.0,3+,low floor,Relatively New,sector 60,house,6391.44,1,0,semifurnished,luxrious
3423,0.66,2.0,2.0,3,low floor,New Property,sector 36,house,817.76,0,0,unfurnished,low
3424,4.6,1.0,1.0,0,low floor,Old Property,sector 14,house,2248.84,0,0,unfurnished,low
3425,1.9,3.0,3.0,3+,low floor,Old Property,sector 43,house,4842.0,0,0,furnished,low
3426,1.5,3.0,3.0,2,low floor,New Property,sector 63,house,2388.72,0,0,unfurnished,low
3427,2.5,5.0,4.0,3,low floor,Old Property,sector 11,house,1398.8,0,0,unfurnished,low
3428,0.7,2.0,2.0,1,mid floor,Moderately Old,daulatabad,house,509.0,0,0,unfurnished,low
3429,0.85,5.0,5.0,3+,low floor,New Property,dwarka expressway,house,603.0,0,0,unfurnished,low
3430,2.0,9.0,9.0,3,high floor,Relatively New,sector 54,house,59.0,1,0,furnished,low
3431,0.7,1.0,1.0,0,low floor,Old Property,sector 2,house,903.84,0,0,unfurnished,low
3432,0.8,1.0,1.0,0,low floor,New Property,sector 69,house,763.96,0,0,unfurnished,low
3433,0.89,1.0,1.0,0,low floor,Relatively New,sector 81,house,1097.52,0,0,unfurnished,low
3434,1.34,1.0,1.0,0,low floor,Relatively New,sector 108,house,2679.24,0,0,unfurnished,low
3435,1.7,5.0,5.0,3,low floor,Moderately Old,sector 12,house,2001.36,0,1,unfurnished,low
3436,0.34,1.0,1.0,1,low floor,Moderately Old,sector 39,house,451.92,0,0,unfurnished,low
3437,9.9,2.0,2.0,2,low floor,Moderately Old,sector 105,house,1800.0,0,0,unfurnished,low
3438,2.15,1.0,1.0,0,low floor,Moderately Old,sector 43,house,1646.28,0,0,unfurnished,low
3439,0.45,4.0,2.0,1,low floor,Relatively New,Saraswati Enclave,house,538.0,0,0,unfurnished,low
3440,0.58,2.0,3.0,2,low floor,Relatively New,sector 3,house,1000.0,0,0,unfurnished,low
3441,1.7,5.0,4.0,3+,low floor,Moderately Old,Near Euro,house,60.0,0,0,unfurnished,normal
3442,0.46,6.0,3.0,3,low floor,Moderately Old,sector 13,house,635.0,0,0,unfurnished,low
3443,0.8,5.0,4.0,1,low floor,Moderately Old,sector 3,house,979.0,0,0,unfurnished,low
3444,0.58,2.0,3.0,2,low floor,Relatively New,Bhimgarh Kheri Phase 3,house,900.0,0,0,unfurnished,low
3445,2.6,4.0,4.0,3+,low floor,Relatively New,sector 24,house,1076.0,0,1,furnished,low
3446,2.0,5.0,5.0,2,low floor,Old Property,sector 12,house,1345.0,0,0,unfurnished,low
3447,2.25,3.0,2.0,1,low floor,Old Property,acharya puri,house,245.0,1,1,unfurnished,low
3448,0.85,3.0,2.0,0,low floor,Relatively New,sector 33,house,904.0,0,0,unfurnished,low
3449,2.0,11.0,10.0,3,low floor,Old Property,rajiv chowk,house,1890.0,0,1,unfurnished,low
3450,10.0,5.0,5.0,2,low floor,Old Property,sector 15,house,4520.0,0,0,unfurnished,normal
3451,3.5,5.0,4.0,3,low floor,Old Property,sector 24,house,1076.0,0,0,unfurnished,low
3452,0.55,2.0,1.0,1,low floor,Moderately Old,sector 4,house,807.0,0,0,unfurnished,low
3453,6.5,3.0,2.0,3+,low floor,Old Property,sector 7,house,4316.0,0,0,unfurnished,low
3454,1.39,2.0,2.0,1,low floor,Old Property,sector 28,house,1200.0,0,0,unfurnished,normal
3455,0.7,3.0,3.0,0,low floor,Relatively New,sector 12,house,1162.0,0,0,unfurnished,low
3456,0.59,2.0,2.0,2,low floor,Moderately Old,sector 8,house,581.0,0,0,unfurnished,low
3457,4.0,5.0,5.0,2,low floor,Relatively New,sector 53,house,2249.0,0,0,unfurnished,low
3458,12.5,6.0,5.0,3,low floor,Moderately Old,sector 50,house,3078.0,1,1,semifurnished,low
3459,1.6,7.0,5.0,3+,low floor,Old Property,sector 24,house,4842.0,0,0,unfurnished,low
3460,1.6,8.0,5.0,3+,low floor,Old Property,sector 24,house,500.0,0,0,unfurnished,low
3461,2.9,7.0,7.0,3,low floor,Old Property,sector 12,house,2702.0,0,0,unfurnished,low
3462,0.4,6.0,4.0,2,low floor,Moderately Old,sector 2,house,904.0,0,0,unfurnished,normal
3463,1.7,2.0,2.0,3+,low floor,Moderately Old,sector 39,house,904.0,1,0,unfurnished,normal
3464,5.5,3.0,3.0,0,low floor,Moderately Old,sohna road,house,1001.0,0,0,unfurnished,low
3465,6.75,5.0,4.0,2,low floor,Old Property,sector 49,house,3423.0,1,0,unfurnished,semi_luxrious
3466,2.75,3.0,3.0,1,low floor,Moderately Old,sector 43,house,1076.0,0,1,unfurnished,low
3467,0.27,2.0,2.0,1,low floor,Moderately Old,sector 7,house,226.0,0,0,unfurnished,low
3468,0.7,2.0,3.0,1,low floor,Relatively New,sector 3,house,1001.0,0,1,unfurnished,low
3469,0.95,10.0,10.0,3+,low floor,New Property,sohna road,house,1066.0,0,0,unfurnished,low
3470,8.1,5.0,5.0,2,low floor,Old Property,sector 26,house,2293.0,0,0,unfurnished,normal
3471,7.0,4.0,4.0,3+,low floor,Relatively New,sector 109,house,5403.0,0,0,semifurnished,semi_luxrious
3472,0.38,1.0,1.0,1,low floor,Relatively New,Laxman Vihar,house,473.44,0,0,unfurnished,low
3473,0.6,7.0,3.0,1,low floor,Moderately Old,sector 104,house,1173.0,0,0,unfurnished,low
3474,0.65,2.0,2.0,1,low floor,Moderately Old,sector 2,house,1130.0,0,0,unfurnished,low
3475,7.2,4.0,4.0,2,low floor,Old Property,sector 17,house,4520.0,1,0,unfurnished,low
3476,1.5,5.0,5.0,2,low floor,Old Property,sector 12,house,1345.0,0,0,unfurnished,low
3477,10.0,5.0,7.0,2,low floor,Moderately Old,sector 50,house,6994.0,1,0,furnished,low
3478,15.5,5.0,6.0,3+,low floor,Moderately Old,sector 25,house,4520.0,1,1,unfurnished,luxrious
3479,14.75,16.0,20.0,3+,low floor,New Property,sector 26,house,2841.0,1,1,semifurnished,luxrious
3480,20.0,16.0,20.0,3+,low floor,New Property,sector 26,house,4520.0,1,1,semifurnished,luxrious
3481,9.54,6.0,5.0,3+,low floor,New Property,sector 28,house,3240.0,1,1,unfurnished,luxrious
3482,10.55,5.0,6.0,3+,low floor,Moderately Old,sector 25,house,2702.0,1,1,unfurnished,luxrious
3483,17.3,6.0,7.0,3+,low floor,New Property,sector 26,house,4520.0,1,1,semifurnished,luxrious
3484,3.65,9.0,9.0,3+,low floor,New Property,sector 2,house,1561.0,1,1,semifurnished,luxrious
3485,18.9,6.0,8.0,2,low floor,Relatively New,sector 26,house,4520.0,1,1,semifurnished,luxrious
3486,9.0,8.0,5.0,3+,low floor,Old Property,sector 41,house,3240.0,1,1,semifurnished,low
3487,2.15,3.0,3.0,3,low floor,Moderately Old,sector 40,house,904.0,0,1,unfurnished,normal
3488,2.25,6.0,3.0,3+,low floor,Relatively New,sector 51,house,8136.0,0,0,unfurnished,normal
3489,7.46,4.0,4.0,3+,low floor,Relatively New,sector 112,house,6348.4,1,1,semifurnished,semi_luxrious
3490,6.75,12.0,12.0,3+,low floor,Moderately Old,sector 49,house,2110.0,0,0,unfurnished,normal
3491,3.99,4.0,5.0,3+,low floor,New Property,sector 50,house,4499.0,1,1,semifurnished,luxrious
3492,6.81,12.0,14.0,3+,low floor,New Property,sector 46,house,1840.0,1,0,semifurnished,normal
3493,6.5,5.0,5.0,3+,low floor,Old Property,sector 25,house,1797.0,1,1,semifurnished,luxrious
3494,6.95,4.0,4.0,3+,low floor,Old Property,sector 17,house,4497.68,1,1,unfurnished,normal
3495,7.0,5.0,5.0,3+,low floor,Relatively New,sector 109,house,6232.0,1,0,unfurnished,luxrious
3496,3.85,3.0,3.0,3+,low floor,New Property,sector 63,house,2494.0,1,0,semifurnished,luxrious
3497,3.2,3.0,4.0,3,low floor,New Property,sector 82,house,2163.0,1,1,unfurnished,semi_luxrious
3498,8.81,8.0,6.0,3+,low floor,Moderately Old,sector 47,house,3240.0,1,0,semifurnished,low
3499,8.9,4.0,4.0,3+,low floor,Old Property,sector 26,house,2702.0,1,1,unfurnished,semi_luxrious
3500,6.5,9.0,9.0,3+,low floor,Old Property,sector 25,house,1937.0,1,1,semifurnished,luxrious
3501,4.49,9.0,9.0,3+,low floor,Moderately Old,sector 45,house,1840.0,0,0,semifurnished,semi_luxrious
3502,22.0,5.0,6.0,3,low floor,Moderately Old,sector 48,house,8998.0,1,0,unfurnished,normal
3503,9.5,5.0,5.0,3+,low floor,Relatively New,sector 109,house,3595.0,1,1,unfurnished,luxrious
3504,7.0,4.0,4.0,3+,low floor,Relatively New,sector 82,house,3743.0,1,0,furnished,semi_luxrious
3505,4.15,5.0,4.0,2,low floor,Old Property,sector 14,house,2249.0,0,0,semifurnished,normal
3506,2.9,4.0,4.0,3,low floor,Relatively New,sector 23,house,2497.0,1,0,semifurnished,normal
3507,12.0,5.0,6.0,3+,low floor,New Property,sector 66,house,3154.0,1,1,unfurnished,normal
3508,8.5,5.0,6.0,3+,mid floor,Relatively New,sector 72,house,6296.0,1,1,semifurnished,luxrious
3509,11.0,4.0,4.0,2,low floor,New Property,sector 41,house,3240.0,1,1,semifurnished,normal
3510,1.35,2.0,2.0,2,low floor,New Property,sector 33,house,1205.12,0,0,furnished,semi_luxrious
3511,1.9,4.0,3.0,2,low floor,Moderately Old,sector 4,house,190.0,0,1,semifurnished,normal
3512,3.25,5.0,6.0,3+,low floor,Relatively New,sector 56,house,1507.0,0,1,semifurnished,low
3513,19.0,6.0,6.0,3,low floor,Relatively New,sector 26,house,4520.0,1,0,semifurnished,luxrious
3514,7.3,9.0,9.0,2,low floor,Relatively New,sector 25,house,5200.0,1,0,semifurnished,semi_luxrious
3515,5.6,6.0,4.0,3,low floor,Old Property,sector 55,house,2702.0,1,0,semifurnished,normal
3516,2.55,3.0,3.0,2,low floor,Relatively New,sector 43,house,1936.8,0,0,semifurnished,semi_luxrious
3517,2.4,3.0,3.0,2,low floor,Moderately Old,sector 23,house,2002.0,0,1,unfurnished,low
3518,18.5,4.0,4.0,1,low floor,Moderately Old,sector 48,house,6996.0,0,0,unfurnished,normal
3519,1.7,2.0,1.0,2,low floor,Old Property,sector 10,house,904.0,0,0,unfurnished,low
3520,1.6,4.0,4.0,3,low floor,New Property,sector 49,house,4842.0,0,0,semifurnished,low
3521,4.35,4.0,4.0,3+,low floor,Relatively New,sector 103,house,3218.0,1,1,semifurnished,luxrious
3522,6.8,4.0,4.0,3+,low floor,Relatively New,sector 82,house,3240.0,1,0,furnished,semi_luxrious
3523,10.0,12.0,12.0,3+,low floor,Relatively New,sector 25,house,2250.0,1,0,semifurnished,luxrious
3524,4.6,3.0,3.0,3+,low floor,Old Property,sector 55,house,2163.0,1,1,semifurnished,normal
3525,12.5,4.0,4.0,3+,low floor,Relatively New,sector 65,house,3595.0,1,0,unfurnished,normal
3526,2.9,4.0,4.0,3,low floor,Relatively New,sector 2,house,1350.0,0,0,semifurnished,normal
3527,8.0,9.0,9.0,3,low floor,Relatively New,sector 27,house,3046.0,1,1,furnished,semi_luxrious
3528,8.31,5.0,6.0,3+,low floor,Old Property,sector 57,house,3433.0,1,1,unfurnished,normal
3529,6.21,6.0,6.0,3+,low floor,Old Property,sector 57,house,2702.0,1,1,unfurnished,normal
3530,7.35,6.0,4.0,3+,low floor,Old Property,sector 45,house,2475.0,1,1,semifurnished,semi_luxrious
3531,4.5,5.0,3.0,2,low floor,Old Property,sector 25,house,1345.0,0,1,unfurnished,low
3532,6.5,4.0,3.0,3,low floor,Moderately Old,sector 25,house,1797.0,0,1,unfurnished,low
3533,1.83,4.0,4.0,2,low floor,New Property,sector 67,house,2702.0,0,1,semifurnished,luxrious
3534,7.35,4.0,5.0,2,low floor,Moderately Old,sector 48,house,3218.0,1,1,semifurnished,luxrious
3535,10.5,4.0,4.0,2,low floor,Old Property,sector 25,house,3582.0,1,1,semifurnished,semi_luxrious
3536,2.75,3.0,3.0,1,low floor,Old Property,sector 49,house,1650.0,0,0,semifurnished,semi_luxrious
3537,6.5,12.0,12.0,3+,low floor,Relatively New,sector 46,house,2368.0,0,1,semifurnished,normal
3538,7.5,9.0,9.0,3+,low floor,Relatively New,sector 25,house,1937.0,1,1,semifurnished,luxrious
3539,8.0,6.0,7.0,3+,high floor,Moderately Old,sector 67,house,3595.0,1,1,semifurnished,normal
3540,5.5,8.0,8.0,3+,low floor,Moderately Old,sector 46,house,2389.0,0,0,semifurnished,normal
3541,4.35,5.0,4.0,3,low floor,Old Property,sector 25,house,1345.0,1,0,unfurnished,normal
3542,2.75,3.0,3.0,3,low floor,Moderately Old,sector 2,house,1561.0,0,1,semifurnished,low
3543,18.0,6.0,6.0,2,low floor,Old Property,sector 26,house,4520.0,1,1,semifurnished,normal
3544,17.0,5.0,6.0,3,low floor,Old Property,sector 26,house,4520.0,1,1,semifurnished,semi_luxrious
3545,3.75,3.0,4.0,3,low floor,Moderately Old,sector 57,house,300.0,1,0,semifurnished,normal
3546,13.5,5.0,5.0,3,low floor,Old Property,sector 26,house,4520.0,1,1,semifurnished,semi_luxrious
3547,4.75,7.0,5.0,3+,low floor,Old Property,sector 22,house,259.0,0,1,semifurnished,normal
3548,5.1,3.0,2.0,0,low floor,Old Property,sector 23,house,100.0,0,0,unfurnished,low
3549,3.9,6.0,6.0,3+,low floor,Moderately Old,sector 38,house,1840.0,1,1,unfurnished,normal
3550,6.25,4.0,4.0,3+,low floor,Relatively New,sector 109,house,5403.0,1,0,unfurnished,luxrious
3551,10.55,5.0,5.0,3,low floor,Moderately Old,sector 50,house,3240.0,1,0,unfurnished,normal
3552,2.01,3.0,3.0,3,low floor,New Property,sector 61,house,1550.0,0,0,unfurnished,luxrious
3553,3.25,4.0,4.0,3+,low floor,Moderately Old,sector 31,house,1453.0,1,1,semifurnished,low
3554,9.25,12.0,12.0,3+,low floor,New Property,sector 31,house,2358.0,1,1,furnished,normal
3555,6.0,5.0,4.0,3,low floor,New Property,sector 70,house,2702.0,0,0,unfurnished,normal
3556,5.25,4.0,4.0,3+,low floor,Relatively New,sector 24,house,150.0,1,1,semifurnished,semi_luxrious
3557,5.88,9.0,9.0,3+,low floor,Relatively New,sector 50,house,2163.0,1,1,furnished,luxrious
3558,0.47,2.0,2.0,1,low floor,New Property,sector 4,house,48.0,0,0,semifurnished,semi_luxrious
3559,12.25,5.0,7.0,3+,low floor,Relatively New,sector 50,house,5844.0,1,1,semifurnished,luxrious
