society,price,price_persqft,bedRoom,bathroom,balcony,floorNum,agePossession,sector,type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
indepedent,7.2,22222.0,3.0,3.0,2,1.0,Old Property,sector 15 part 2,house,3229.0,0,0,1,0,0,2,67
suncity essel towers,6.0,22222.0,4.0,4.0,3+,3.0,Old Property,sector 28,house,2702.0,1,0,0,0,0,0,89
indepedent,9.0,33309.0,5.0,5.0,3,3.0,Old Property,sector 25,house,2702.0,1,1,1,1,0,2,56
indepedent,5.8,32276.0,5.0,5.0,3+,2.0,Old Property,sector 26,house,1797.0,1,1,1,1,0,2,53
indepedent,7.49,27720.0,12.0,12.0,3+,4.0,Relatively New,sector 55,house,2702.0,1,1,0,1,0,0,49
indepedent,13.5,49963.0,16.0,16.0,3+,4.0,Relatively New,sector 43,house,2702.0,1,1,0,1,1,2,41
indepedent,11.95,43534.0,12.0,12.0,3+,4.0,Relatively New,sector 56,house,2745.0,0,1,0,0,0,0,21
indepedent,12.39,45855.0,16.0,18.0,3+,4.0,New Property,sector 56,house,2702.0,0,1,0,1,0,0,49
nul,6.25,34780.0,5.0,5.0,3,2.0,Moderately Old,sector 25,house,1797.0,0,1,0,1,0,0,112
bptp visionnaire,5.4,20690.0,4.0,5.0,3+,3.0,Relatively New,sector 70a,house,2605.0,1,1,1,1,0,0,136
indepedent,5.75,29685.0,4.0,4.0,2,2.0,Old Property,sector 43,house,1937.0,0,1,1,1,0,2,34
indepedent,2.55,16378.0,3.0,3.0,2,2.0,Old Property,sector 2,house,1561.0,0,0,0,0,0,2,8
indepedent,5.6,17284.0,8.0,6.0,3+,2.0,Moderately Old,sector 2,house,3240.0,1,1,1,1,0,2,0
indepedent,17.0,37786.0,5.0,8.0,3+,3.0,Relatively New,sector 45,house,4499.0,1,1,1,1,0,1,152
experion windchants,7.99,12519.0,4.0,6.0,3,2.0,New Property,sector 112,house,6380.68,0,1,1,1,0,0,129
uppal southend,3.75,25615.0,6.0,6.0,3,3.0,Moderately Old,sector 49,house,1464.0,0,0,0,0,1,2,49
vipul tatvam villa,7.25,27949.0,3.0,4.0,2,2.0,Moderately Old,sector 48,house,2594.0,1,1,1,1,0,0,115
vipul tatvam villa,8.4,21000.0,4.0,5.0,3+,2.0,Moderately Old,sector 48,house,4004.0,1,1,0,1,0,0,49
indepedent,3.55,24432.0,4.0,4.0,3+,2.0,Old Property,sector 55,house,1453.0,0,0,0,0,0,0,27
dlf new town heights,2.5,7058.0,4.0,4.0,3+,3.0,Moderately Old,sector 91,house,3401.0,1,1,1,1,0,0,80
dlf new town heights,2.5,7058.0,4.0,4.0,3+,3.0,Moderately Old,sector 86,house,3401.0,1,1,1,1,0,0,142
puri diplomatic greens,9.0,11250.0,5.0,5.0,3+,3.0,Relatively New,sector 111,house,7994.68,0,1,0,0,0,2,112
indepedent,2.1,23333.0,3.0,3.0,2,3.0,Moderately Old,sector 40,house,904.0,0,0,0,0,1,0,35
indepedent,4.5,20000.0,5.0,5.0,1,1.0,Relatively New,sector 14,house,2500.0,0,0,0,0,0,2,0
indepedent,6.5,33561.0,5.0,4.0,3+,3.0,Moderately Old,sector 43,house,1936.8,0,1,0,1,0,0,54
indepedent,9.5,40118.0,12.0,12.0,3+,4.0,New Property,sector 40,house,2368.0,0,0,1,0,0,0,57
indepedent,5.0,16244.0,4.0,4.0,2,2.0,Old Property,sector 23,house,3078.0,0,0,0,0,0,2,7
international city by sobha phase 1,5.5,21605.0,4.0,4.0,3+,2.0,New Property,sector 109,house,2432.0,0,1,0,0,0,2,61
international city by sobha phase 2,5.65,10463.0,4.0,4.0,3+,2.0,New Property,sector 109,house,5403.0,0,1,0,0,1,0,44
emaar mgf marbella,8.8,36675.0,4.0,4.0,3+,3.0,Relatively New,sector 66,house,2399.48,0,1,1,1,0,2,107
indepedent,3.25,14444.0,3.0,3.0,2,2.0,Old Property,sector 4,house,2249.0,0,0,0,0,0,2,27
indepedent,5.0,10101.0,3.0,3.0,2,1.0,Old Property,sector 4,house,4951.0,0,0,0,0,0,2,22
indepedent,10.45,38693.0,4.0,5.0,2,3.0,Moderately Old,sector 50,house,2700.76,1,1,0,1,0,0,142
vipul tatvam villa,19.5,22222.0,5.0,6.0,3,2.0,Moderately Old,sector 48,house,8772.0,1,1,1,1,0,0,110
indepedent,7.5,23148.0,5.0,5.0,3+,2.0,Relatively New,sector 82,house,3240.0,0,1,0,1,0,0,135
indepedent,0.67,8557.0,3.0,2.0,1,1.0,Moderately Old,sector 4,house,786.0,0,0,0,1,1,2,19
international city by sobha phase 1,5.7,10556.0,4.0,5.0,3+,3.0,Relatively New,sector 109,house,5403.0,1,1,1,1,0,2,160
indepedent,3.2,13519.0,3.0,3.0,2,1.0,Old Property,sector 9,house,2368.0,0,0,0,0,0,0,36
indepedent,11.5,42063.0,12.0,13.0,3+,4.0,Relatively New,sector 56,house,2734.0,1,1,0,1,0,0,49
vipul tatvam villa,7.69,24069.0,4.0,5.0,3,2.0,Moderately Old,sector 48,house,3197.0,1,1,1,1,0,0,110
indepedent,7.0,21605.0,4.0,4.0,3+,1.0,Relatively New,sector 82,house,3240.0,1,1,0,1,0,0,49
indepedent,1.55,13889.0,2.0,2.0,2,1.0,Moderately Old,sector 7,house,1076.0,0,0,0,0,0,0,52
indepedent,3.85,14650.0,4.0,4.0,3,3.0,Old Property,sector 7,house,2626.0,0,0,0,0,0,2,27
indepedent,2.0,13889.0,2.0,2.0,2,2.0,Old Property,sector 7,house,1442.0,0,0,0,0,0,2,22
indepedent,3.1,13778.0,3.0,3.0,2,2.0,Old Property,sector 7,house,2249.0,0,0,0,0,0,2,22
indepedent,2.25,15625.0,3.0,3.0,2,2.0,Old Property,sector 7,house,1442.0,0,0,0,0,0,0,27
indepedent,7.0,23333.0,4.0,4.0,2,3.0,Old Property,sector 50,house,3000.0,0,1,0,0,0,2,118
vipul tatvam villa,8.5,21250.0,4.0,5.0,3+,2.0,Moderately Old,sector 48,house,4004.0,1,1,0,1,1,0,49
emaar mgf marbella,8.7,38687.0,4.0,5.0,2,3.0,New Property,sector 66,house,2248.84,1,1,0,0,0,2,144
international city by sobha phase 2,12.5,27784.0,5.0,6.0,3,3.0,Relatively New,sector 109,house,4499.0,1,1,1,1,0,2,63
international city by sobha phase 2,6.8,12593.0,4.0,5.0,3,2.0,Relatively New,sector 109,house,5403.0,0,1,0,0,0,2,49
international city by sobha phase 2,9.5,26426.0,7.0,6.0,3,3.0,Relatively New,sector 109,house,3595.0,1,1,0,1,0,2,138
international city by sobha phase 2,7.0,12963.0,5.0,6.0,2,2.0,Relatively New,sector 109,house,5403.0,0,1,0,0,0,2,154
international city by sobha phase 2,6.2,25493.0,5.0,5.0,2,2.0,Relatively New,sector 109,house,2432.0,0,1,0,0,0,2,135
huda sector-56 gurgaon,3.6,24776.0,5.0,5.0,3+,3.0,Moderately Old,sector 56,house,1453.0,0,0,0,0,1,2,47
sector-17c,3.05,17650.0,5.0,5.0,2,2.0,Old Property,sector 17,house,1733.0,0,0,1,0,0,0,29
international city by sobha phase 1,5.9,24280.0,4.0,5.0,2,2.0,Relatively New,sector 109,house,2432.0,0,1,0,0,0,0,111
international city by sobha phase 1,5.85,26387.0,4.0,5.0,3+,2.0,Relatively New,sector 109,house,2217.0,0,1,0,0,0,0,85
bptp visionnaire,4.0,6666.0,4.0,4.0,3+,2.0,Relatively New,sector 70a,house,5995.0,0,1,0,0,0,2,154
bptp visionnaire,5.35,8916.0,4.0,4.0,3+,3.0,Relatively New,sector 70a,house,5993.32,1,1,1,1,0,0,160
indepedent,6.6,36728.0,6.0,7.0,3+,2.0,Moderately Old,sector 25,house,1797.0,1,1,0,0,0,0,119
international city by sobha phase 1,6.3,9000.0,4.0,5.0,3+,2.0,Relatively New,sector 109,house,4500.0,0,0,0,0,0,0,122
international city by sobha phase 1,12.0,20000.0,5.0,6.0,3,2.0,Relatively New,sector 109,house,6000.0,1,1,0,0,0,0,154
indepedent,0.65,9028.0,3.0,2.0,1,1.0,Relatively New,sector 105,house,721.0,0,0,0,1,1,2,14
indepedent,0.55,4074.0,3.0,3.0,2,2.0,Relatively New,sector 4,house,1345.0,0,0,0,0,1,2,7
ansal sushant lok plots,5.8,29943.0,6.0,6.0,3,2.0,Relatively New,sector 43,house,1937.0,0,1,0,0,1,0,49
international city by sobha phase 1,6.0,24671.0,4.0,5.0,3+,2.0,Relatively New,sector 109,house,2432.0,0,1,0,0,0,0,96
indepedent,4.5,25042.0,16.0,16.0,3+,4.0,Relatively New,sector 11,house,1797.0,0,0,0,0,0,0,20
indepedent,3.69,23699.0,4.0,4.0,2,2.0,Moderately Old,sector 31,house,1561.0,1,1,0,1,0,0,75
indepedent,2.5,2900.0,7.0,7.0,3,4.0,Relatively New,sector 43,house,8622.0,0,0,0,0,1,1,20
indepedent,5.5,28394.0,1.0,1.0,0,1.0,Old Property,sector 43,house,1937.0,0,0,0,0,1,2,12
unitech deerwood chase,15.0,33341.0,4.0,4.0,2,2.0,Moderately Old,sector 50,house,4499.0,0,1,0,0,0,2,160
unitech aspen greens,6.95,4490.0,3.0,3.0,1,2.0,Moderately Old,sector 50,house,1720.0,0,1,0,0,0,2,160
ansals palam vihar,5.7,14729.0,5.0,5.0,2,2.0,Old Property,sector 2,house,4450.0,0,0,0,1,0,1,94
international city by sobha phase 2,11.3,25124.0,7.0,5.0,3+,4.0,Relatively New,sector 109,house,460.0,1,1,0,1,1,2,49
international city by sobha phase 2,11.25,25006.0,7.0,5.0,3+,4.0,Relatively New,sector 109,house,4499.0,1,1,0,1,0,2,42
bptp visionnaire,4.02,7309.0,4.0,4.0,3+,3.0,Relatively New,sector 70a,house,5498.36,1,1,1,1,0,2,138
international city by sobha phase 1,5.7,10556.0,4.0,4.0,3+,4.0,Relatively New,sector 109,house,5403.0,1,1,0,0,0,2,98
indepedent,1.0,7943.0,9.0,7.0,3+,3.0,Moderately Old,sector 12,house,1258.92,0,0,1,1,0,2,7
indepedent,0.66,12000.0,3.0,1.0,1,3.0,Relatively New,sector 7,house,549.0,0,0,0,0,1,2,22
huda ashok vihar phase,0.7,10233.0,3.0,2.0,1,2.0,New Property,sector 4,house,689.0,1,0,0,0,0,2,7
indepedent,1.45,2995.0,3.0,3.0,1,2.0,Old Property,sector 24,house,4842.0,0,0,0,0,0,2,9
ashok vihar phase 3 gurgaon,0.95,8878.0,4.0,3.0,2,1.0,Old Property,sector 3 extension,house,1066.0,0,0,0,0,0,2,8
indepedent,4.5,14286.0,9.0,9.0,3+,3.0,Relatively New,sector 9a,house,3154.0,1,0,0,1,1,0,38
indepedent,0.9,8928.0,3.0,1.0,0,1.0,Old Property,sector 3,house,1011.44,0,0,0,0,0,2,0
indepedent,0.45,8007.0,3.0,2.0,1,1.0,Old Property,sector 11,house,560.0,0,0,0,0,0,2,15
indepedent,1.0,11111.0,4.0,3.0,3+,4.0,Relatively New,"gopal nagar, garhi ghasita, sonipat",house,904.0,0,0,0,0,1,2,0
farrukhnagar,0.6,5698.0,5.0,4.0,3+,2.0,Relatively New,"jat colony, fazilpur/taj nagar road",house,1055.0,1,0,0,0,0,0,16
indepedent,7.0,28283.0,7.0,7.0,3+,3.0,Moderately Old,sector 41,house,2475.0,1,1,1,1,0,1,151
indepedent,4.0,26543.0,4.0,4.0,3+,2.0,Relatively New,sector 56,house,1507.0,0,0,0,0,0,0,24
indepedent,0.9,10000.0,6.0,4.0,3,3.0,Old Property,sector 7,house,904.0,0,1,0,0,1,0,44
indepedent,2.75,7666.0,7.0,7.0,3+,3.0,Moderately Old,sector 24,house,3002.04,0,0,0,0,1,0,0
prem kunj,0.5,7407.0,5.0,4.0,3,3.0,Relatively New,sohna road,house,675.0,0,0,0,1,0,2,22
indepedent,0.5,8333.0,3.0,3.0,2,2.0,Moderately Old,sector 6,house,603.0,0,0,0,1,0,2,0
indepedent,0.42,4666.0,2.0,2.0,1,1.0,Relatively New,mohan nagar,house,904.0,0,0,0,0,0,2,0
indepedent,0.6,13333.0,3.0,3.0,0,3.0,Moderately Old,sector 105,house,451.92,0,0,0,0,0,2,0
indepedent,0.35,7778.0,2.0,2.0,1,2.0,Moderately Old,sector 105,house,500.0,0,0,0,0,0,2,0
dlf city plots,4.0,4540.0,4.0,3.0,2,2.0,Relatively New,sector 26,house,8811.0,0,0,0,0,0,0,0
indepedent,2.4,11252.0,8.0,4.0,2,2.0,Old Property,new basti,house,2133.0,0,0,0,0,0,2,21
not applicable,2.2,12222.0,4.0,3.0,2,1.0,Old Property,sector 11,house,1797.0,1,0,0,1,0,2,24
indepedent,1.1,6172.0,8.0,8.0,0,1.0,New Property,sector 1,house,1787.0,0,0,0,0,0,2,0
indepedent,8.0,22222.0,4.0,5.0,3+,1.0,Old Property,sector 7,house,3595.0,1,1,0,1,0,2,31
indepedent,0.82,9111.0,4.0,3.0,3,2.0,Moderately Old,sector 8,house,904.0,0,0,0,0,0,2,12
indepedent,0.9,9294.0,3.0,3.0,0,2.0,Old Property,sector 3,house,968.4,0,0,0,0,0,2,0
indepedent,0.7,4117.0,4.0,4.0,1,2.0,Moderately Old,sector 12,house,1701.0,0,0,0,0,0,2,0
indepedent,0.95,7308.0,5.0,3.0,0,1.0,Moderately Old,sector 11,house,1301.96,0,0,0,0,0,2,0
indepedent,1.3,8701.0,4.0,4.0,2,1.0,Old Property,mohan nagar,house,1496.0,0,0,0,0,0,2,0
indepedent,0.36,8000.0,1.0,1.0,0,1.0,Old Property,sector 9,house,451.92,0,0,0,0,0,2,0
housing board colony,3.5,26022.0,6.0,6.0,3,3.0,Relatively New,sector 28,house,1345.0,0,0,0,0,0,2,0
indepedent,0.8,6666.0,8.0,8.0,2,1.0,Relatively New,sector 1,house,1195.0,0,0,0,0,0,2,0
indepedent,0.15,2296.0,2.0,1.0,0,1.0,Old Property,sector 9,house,678.0,0,0,0,0,0,2,0
indepedent,6.0,33389.0,8.0,5.0,3+,3.0,Old Property,sector 26,house,1797.0,0,0,0,0,0,0,9
shivpuri,2.8,12444.0,10.0,7.0,3,1.0,Old Property,sector 7,house,2249.0,1,1,0,1,1,0,0
ansal heights,2.75,9793.0,4.0,4.0,3+,3.0,Relatively New,sector 92,house,2808.36,1,0,0,1,0,2,0
ninex city,1.75,6250.0,4.0,4.0,0,14.0,New Property,sector 76,house,2800.0,0,0,0,0,0,2,0
spaze privy,3.1,8486.0,5.0,5.0,3+,21.0,Relatively New,sector 72,house,3649.0,0,0,0,0,0,2,0
indepedent,1.16,11717.0,5.0,4.0,2,1.0,Old Property,sector 7,house,110.0,0,0,0,0,0,2,0
signature global park,0.85,7589.0,3.0,2.0,2,1.0,New Property,sohna road,house,1119.04,0,0,0,0,0,2,15
indepedent,0.9,13333.0,4.0,4.0,0,2.0,Old Property,sector 12,house,677.88,0,0,0,0,0,2,0
my home,0.34,12592.0,2.0,2.0,2,3.0,Moderately Old,new sector 2,house,269.0,0,0,0,0,0,2,22
indepedent,5.0,15384.0,6.0,6.0,2,1.0,Moderately Old,sector 2,house,3250.0,0,0,0,0,0,2,0
surat nagar phase 2,0.36,7843.0,2.0,2.0,1,1.0,Moderately Old,sector 104 phase 2,house,463.0,0,0,0,1,0,2,0
indepedent,5.0,22222.0,3.0,3.0,3,1.0,Moderately Old,sector 14,house,2249.0,0,0,0,0,0,2,25
unitech uniworld resorts,9.5,23333.0,5.0,7.0,3+,2.0,Relatively New,sector 33,house,4499.0,1,1,1,1,0,2,57
indepedent,7.25,26625.0,8.0,8.0,3+,0.0,Moderately Old,sector 56,house,2723.0,0,0,0,0,0,0,24
indepedent,1.5,10288.0,3.0,3.0,0,2.0,Old Property,sector 3,house,1452.6,0,0,0,0,0,2,0
dlf gardencity enclave,1.3,11284.0,3.0,2.0,1,3.0,Relatively New,sector 93,house,1152.0,0,0,0,0,0,2,50
indepedent,3.75,11029.0,5.0,5.0,3+,3.0,Old Property,sector 5,house,1836.0,0,0,0,0,0,2,0
indepedent,2.25,6944.0,10.0,10.0,2,1.0,Moderately Old,sector 13,house,360.0,0,0,0,0,0,2,0
indepedent,1.15,8518.0,5.0,3.0,2,2.0,Old Property,sector 7,house,1345.0,0,0,0,1,0,2,15
indepedent,0.95,10555.0,3.0,2.0,2,3.0,Old Property,new sector 2 phase 1,house,904.0,0,0,1,0,0,2,16
house number b-34,0.8,8888.0,2.0,2.0,1,1.0,Old Property,sector 5,house,903.84,0,0,0,0,0,2,0
indepedent,1.6,11852.0,5.0,5.0,2,3.0,Relatively New,sector 21,house,1345.0,0,0,0,0,0,2,0
indepedent,0.85,8947.0,6.0,6.0,2,2.0,Relatively New,block h sector 3 ii extension,house,947.0,1,1,0,1,1,2,43
indepedent,7.0,39172.0,5.0,5.0,2,3.0,Relatively New,sector 26,house,1787.0,0,1,0,0,0,2,9
indepedent,0.5,6083.0,3.0,2.0,1,1.0,Old Property,sector 9,house,750.0,0,0,0,0,0,2,0
indepedent,0.45,8411.0,3.0,2.0,1,1.0,Old Property,sector 21,house,535.0,0,0,0,0,0,2,0
indepedent,0.62,3557.0,6.0,6.0,0,3.0,Moderately Old,sector 13,house,1743.12,0,0,0,0,0,2,0
indepedent,1.0,4694.0,6.0,4.0,0,3.0,Moderately Old,sector 6,house,2130.48,0,0,0,0,0,2,0
indepedent,4.12,8889.0,2.0,1.0,3+,2.0,Moderately Old,sector 4,house,4639.0,0,0,0,0,0,2,0
indepedent,0.95,7280.0,7.0,6.0,3+,3.0,Old Property,sector 104,house,1302.0,0,0,0,0,0,2,0
ats tourmaline,1.87,8697.0,3.0,4.0,0,12.0,Relatively New,sector 109,house,2152.0,0,0,0,0,0,2,0
indepedent,0.85,8500.0,1.0,1.0,0,1.0,Moderately Old,sector 3 extension,house,1000.68,0,0,0,0,0,2,0
bhawani enclave,0.42,8235.0,3.0,3.0,0,2.0,New Property,sector 12,house,510.0,0,0,0,1,0,2,0
indepedent,1.2,13333.0,7.0,4.0,1,2.0,Moderately Old,sector 105,house,904.0,0,0,0,0,1,2,14
indepedent,6.5,21667.0,5.0,6.0,0,1.0,Moderately Old,sector 50,house,3002.04,0,0,0,0,0,2,0
indepedent,3.75,20425.0,4.0,4.0,3+,3.0,Old Property,"urban estate, sector 5",house,1840.0,0,0,0,0,0,0,28
indepedent,2.5,5472.0,3.0,2.0,1,2.0,Old Property,new sector 2 phase 2,house,4004.0,0,0,0,0,0,2,8
indepedent,0.75,6454.0,2.0,2.0,0,1.0,Moderately Old,sector 3 extension,house,1162.08,0,0,0,0,0,2,0
indepedent,1.35,3857.0,5.0,3.0,3,3.0,Moderately Old,sector 105,house,2500.0,0,0,0,0,0,2,0
indepedent,4.7,21759.0,3.0,3.0,2,2.0,Old Property,sector 57,house,2163.0,0,1,0,0,1,2,43
"om nagar, sector-11",0.6,8333.0,4.0,2.0,1,0.0,Old Property,near khandsa road,house,721.0,0,0,0,0,1,2,7
indepedent,0.22,7407.0,2.0,2.0,2,1.0,Old Property,sector 9,house,33.0,0,0,0,0,0,2,0
indepedent,1.65,8519.0,9.0,9.0,0,1.0,New Property,sector 5,house,1936.8,0,0,0,0,0,2,0
indepedent,2.3,2827.0,6.0,6.0,0,0.0,Old Property,farukhnagar,house,8136.0,0,0,0,0,1,2,41
indepedent,1.25,8735.0,10.0,6.0,3+,3.0,Old Property,sector 9,house,1431.0,0,0,0,0,0,2,0
project mianwali colony,1.7,9444.0,1.0,1.0,2,1.0,Old Property,sector 12,house,1800.0,0,0,0,0,0,2,0
indepedent,2.8,18667.0,4.0,4.0,0,2.0,New Property,sector 55,house,1495.64,0,0,0,0,0,2,0
indepedent,3.12,18889.0,4.0,2.0,1,1.0,Old Property,sector 5,house,1647.0,0,0,0,0,0,2,0
indepedent,0.07,2525.0,1.0,1.0,0,1.0,Relatively New,sohna road,house,301.0,0,0,0,0,0,2,0
indepedent,3.5,24306.0,3.0,3.0,2,1.0,Relatively New,sector 38,house,160.0,0,0,0,0,0,2,0
project housing board colony,2.58,17695.0,4.0,2.0,2,2.0,Relatively New,sector 28,house,1300.0,0,0,0,0,0,2,0
dlf the arbour,8.5,21519.0,4.0,4.0,3+,27.0,New Property,sector 63,house,3948.92,0,0,0,0,0,2,61
dlf garden city floors,4.0,17817.0,7.0,7.0,3+,4.0,New Property,lucknow,house,2249.0,0,0,0,0,0,2,45
indepedent,0.6,6173.0,8.0,3.0,2,3.0,Old Property,sector 21,house,969.0,0,0,0,0,0,2,0
indepedent,1.1,5991.0,4.0,3.0,1,2.0,Old Property,sector 9,house,1836.0,0,0,0,0,0,2,0
indepedent,2.5,13888.0,9.0,5.0,2,1.0,Old Property,sector 12,house,1797.0,0,0,0,1,0,2,8
indepedent,3.5,20323.0,3.0,2.0,2,1.0,Moderately Old,sector 38,house,1722.0,0,0,0,0,0,2,0
huda plots,2.95,20359.0,2.0,2.0,2,1.0,Moderately Old,sector 56,house,1452.6,0,0,0,0,0,2,31
indepedent,0.7,5833.0,3.0,2.0,2,1.0,Moderately Old,sector 105,house,1194.36,0,0,0,0,0,2,0
indepedent,1.16,11693.0,5.0,4.0,2,3.0,Moderately Old,sector 7,house,992.0,0,0,0,0,1,2,39
indepedent,16.0,26696.0,6.0,5.0,2,3.0,Relatively New,sector 25,house,5993.32,0,0,0,0,0,2,0
malibu towne,8.5,53018.0,12.0,12.0,3+,4.0,New Property,sector 47,house,1603.24,0,0,0,0,0,0,99
suncity essel towers,8.95,17900.0,5.0,6.0,3+,4.0,Moderately Old,sector 28,house,5005.0,0,0,0,0,0,2,0
indepedent,14.0,39897.0,9.0,9.0,3+,4.0,Moderately Old,sector 43,house,3509.0,0,1,0,0,0,2,7
indepedent,1.35,4497.0,4.0,5.0,0,3.0,Old Property,sector 7,house,3002.04,0,0,0,0,0,2,0
indepedent,13.2,27141.0,6.0,6.0,0,2.0,Moderately Old,sector 50,house,4863.52,0,0,0,0,0,2,0
anamika enclave,6.0,14492.0,9.0,9.0,3+,3.0,Old Property,sector 12,house,4142.6,0,0,0,0,0,2,9
indepedent,1.1,11111.0,6.0,4.0,1,2.0,Moderately Old,sector 4,house,989.92,0,0,0,0,0,2,0
indepedent,2.5,13157.0,5.0,5.0,3+,2.0,Relatively New,sector 37d,house,1905.0,0,0,0,0,0,2,0
indepedent,0.53,5888.0,2.0,2.0,0,1.0,Old Property,sector 7,house,903.84,0,0,0,0,0,2,0
indepedent,2.0,11111.0,2.0,2.0,1,2.0,Relatively New,sector 7,house,1797.0,0,0,0,0,0,2,0
indepedent,0.63,7875.0,4.0,2.0,1,2.0,Old Property,new basti,house,796.24,0,0,0,0,1,2,7
indepedent,0.45,4808.0,1.0,1.0,0,1.0,Moderately Old,sector 13,house,936.12,0,0,0,0,0,2,0
indepedent,0.37,8222.0,2.0,2.0,1,1.0,Moderately Old,sector 105,house,452.0,0,0,0,0,1,2,0
indepedent,1.72,11111.0,6.0,3.0,1,2.0,Old Property,acharya puri,house,171.0,0,0,0,0,1,2,0
indepedent,1.35,3857.0,10.0,6.0,3+,3.0,Old Property,sector 11,house,3498.0,0,0,0,0,0,2,0
indepedent,0.5,5737.0,2.0,2.0,0,1.0,Moderately Old,sector 105,house,871.56,0,0,0,0,0,2,0
indepedent,0.62,11273.0,3.0,1.0,0,2.0,Moderately Old,sector 8,house,548.76,0,0,0,0,0,2,0
indepedent,8.0,8000.0,3.0,9.0,2,3.0,New Property,sector 25,house,10000.0,0,0,0,0,0,2,0
indepedent,1.8,7627.0,4.0,5.0,0,13.0,Relatively New,sector 92,house,2356.44,0,0,0,0,0,2,0
indepedent,1.7,5666.0,4.0,4.0,3+,1.0,Relatively New,sector 108,house,2600.0,0,0,0,0,0,2,0
indepedent,0.55,5000.0,2.0,1.0,0,1.0,Moderately Old,sector 3 extension,house,1097.52,0,0,0,0,0,2,0
indepedent,1.5,5000.0,6.0,1.0,0,1.0,New Property,sector 3 extension,house,3002.04,0,0,0,0,0,2,0
indepedent,1.55,6567.0,3.0,2.0,0,1.0,Relatively New,sector 109,house,2356.44,0,0,0,0,0,2,0
indepedent,2.1,8386.0,4.0,3.0,0,2.0,Relatively New,pratap nagar,house,2507.08,0,0,0,0,0,2,0
indepedent,0.65,11111.0,4.0,2.0,2,2.0,Moderately Old,sector 4,house,581.0,0,0,0,0,0,2,0
indepedent,1.6,3175.0,4.0,6.0,1,3.0,Relatively New,sector 8,house,5040.0,0,0,0,0,0,2,0
indepedent,0.78,9725.0,4.0,4.0,0,3.0,Moderately Old,vir nagar,house,802.0,0,0,0,0,0,2,0
indepedent,0.95,21111.0,2.0,1.0,1,3.0,New Property,sector 7,house,452.0,0,0,0,0,0,2,15
vatika sovereign next,3.85,7500.0,5.0,6.0,3+,6.0,Relatively New,sector 82a,house,5143.28,0,0,0,0,0,2,53
indepedent,0.66,10784.0,3.0,2.0,1,2.0,Old Property,sector 6,house,613.0,0,0,0,0,0,2,36
indepedent,0.85,8910.0,1.0,2.0,0,1.0,Relatively New,13 sagar enclave sura,house,958.0,0,0,0,0,0,2,0
indepedent,1.5,10518.0,2.0,2.0,2,3.0,Old Property,sector 13,house,1421.0,1,0,0,1,0,2,7
indepedent,1.52,19869.0,2.0,2.0,1,1.0,Old Property,sector 17a,house,763.96,0,0,0,0,0,2,22
indepedent,1.0,8796.0,3.0,2.0,2,1.0,Old Property,new sector 2,house,100.0,0,0,0,1,0,2,0
indepedent,1.05,9722.0,3.0,2.0,0,1.0,Moderately Old,sector 11,house,1076.0,0,0,0,0,0,2,0
indepedent,0.85,7522.0,3.0,3.0,0,1.0,Moderately Old,sector 4,house,1129.8,0,0,0,0,0,2,0
indepedent,0.58,5658.0,4.0,2.0,1,2.0,Old Property,ram nagar,house,1022.0,0,0,0,1,0,2,7
indepedent,0.45,5000.0,3.0,2.0,0,1.0,Old Property,sector 7,house,900.0,0,0,0,0,0,2,0
indepedent,1.35,2732.0,5.0,3.0,2,3.0,Old Property,g block sector 57,house,4941.0,0,0,0,0,0,2,21
indepedent,0.7,7701.0,2.0,2.0,0,1.0,Moderately Old,sector 5,house,904.0,0,0,0,0,0,0,46
indepedent,1.4,8235.0,2.0,2.0,1,3.0,Relatively New,pratap nagar,house,1700.08,0,0,0,0,0,2,0
indepedent,5.15,14072.0,5.0,5.0,0,1.0,Relatively New,sector 39,house,3658.4,0,0,0,0,0,2,0
sector 14 rwa,6.5,26031.0,5.0,5.0,0,4.0,Moderately Old,sector 14,house,2497.0,0,0,0,0,0,2,0
iffco nagar and 17b rwa,3.5,24305.0,6.0,5.0,3,3.0,Old Property,sector 17,house,1442.0,0,0,0,0,0,2,44
indepedent,13.5,19286.0,9.0,9.0,0,1.0,Relatively New,sector 25,house,6994.0,0,0,0,0,0,2,0
indepedent,5.7,22634.0,9.0,9.0,3+,3.0,Moderately Old,sector 2,house,2432.0,0,0,0,1,0,0,0
ansal sushant lok plots,3.3,26656.0,1.0,1.0,0,2.0,Under Construction,sector 43,house,1238.0,0,0,0,0,0,2,0
indepedent,1.75,11111.0,4.0,2.0,2,2.0,Old Property,sector 7,house,1571.0,0,0,0,0,1,2,31
bhim garh kheri,0.75,6410.0,4.0,2.0,2,2.0,Old Property,sector 3,house,1173.0,0,0,0,0,0,2,16
indepedent,3.5,15059.0,8.0,8.0,3+,3.0,Relatively New,sector 12,house,4400.0,1,1,0,1,0,1,77
indepedent,0.92,15257.0,4.0,1.0,0,1.0,Old Property,sector 3,house,602.56,0,0,0,0,0,2,0
indepedent,0.52,5778.0,3.0,2.0,2,2.0,New Property,farukhnagar,house,904.0,0,0,0,0,0,2,0
indepedent,1.1,6111.0,8.0,4.0,3+,2.0,Old Property,sector 4,house,1797.0,0,0,0,0,0,2,7
